id,host_id,neighbourhood_group,neighbourhood,room_type,price,last_review
19621012,39550178,Brooklyn,Fort Greene,Entire home/apt,275,
19621042,46859784,Brooklyn,Williamsburg,Entire home/apt,110,24/06/2019
19621610,105620723,Queens,Long Island City,Entire home/apt,150,01/09/2017
19621939,41940272,Manhattan,Harlem,Private room,75,30/06/2019
19622470,3715206,Manhattan,Chelsea,Private room,100,09/10/2017
19622700,101262003,Manhattan,Upper West Side,Private room,175,08/11/2018
19622976,39277795,Brooklyn,Sunset Park,Private room,90,26/06/2019
19623349,16260034,Brooklyn,Crown Heights,Entire home/apt,250,
19623614,138033394,Queens,Jamaica,Entire home/apt,150,30/06/2019
19625050,52573016,Manhattan,Upper East Side,Entire home/apt,148,04/01/2018
19625202,138052895,Brooklyn,Bushwick,Entire home/apt,100,19/06/2019
19625234,115979599,Queens,Flushing,Entire home/apt,188,07/07/2019
19625292,138052282,Brooklyn,Greenpoint,Private room,43,26/06/2019
19626464,34689714,Manhattan,Hell's Kitchen,Private room,110,19/05/2019
19626535,22347382,Manhattan,Hell's Kitchen,Entire home/apt,200,
19630271,15602635,Manhattan,Upper East Side,Entire home/apt,200,08/10/2018
19633139,59432400,Manhattan,Harlem,Private room,120,13/12/2018
19633511,19079151,Brooklyn,Bedford-Stuyvesant,Private room,51,
19634067,13785996,Brooklyn,Williamsburg,Private room,42,14/02/2018
19634230,41945908,Brooklyn,Greenpoint,Private room,60,03/01/2018
19635738,6920054,Manhattan,Chelsea,Shared room,250,
19636727,137999892,Staten Island,Concord,Private room,40,09/05/2019
19637270,52432205,Queens,Sunnyside,Entire home/apt,140,01/01/2018
19637278,138186485,Manhattan,Upper West Side,Entire home/apt,116,17/10/2018
19638414,138197456,Manhattan,Washington Heights,Entire home/apt,215,
19639687,138210979,Brooklyn,Park Slope,Entire home/apt,181,15/07/2017
19640913,129627362,Manhattan,Washington Heights,Private room,70,06/04/2018
19641775,20120009,Brooklyn,Bushwick,Entire home/apt,169,25/06/2019
19642050,138235784,Queens,Forest Hills,Entire home/apt,105,28/06/2019
19642392,102072773,Manhattan,Kips Bay,Private room,55,10/08/2017
19643201,12244687,Manhattan,Hell's Kitchen,Entire home/apt,163,08/06/2019
19643642,20440843,Queens,Long Island City,Private room,75,28/09/2018
19644363,114621718,Brooklyn,Gowanus,Entire home/apt,225,29/06/2019
19645931,2074014,Manhattan,Hell's Kitchen,Private room,110,24/01/2018
19650084,61308650,Brooklyn,Cypress Hills,Private room,29,01/06/2019
19650166,15049077,Brooklyn,Crown Heights,Private room,55,19/05/2019
19651861,138331581,Manhattan,Civic Center,Entire home/apt,102,24/06/2018
19652739,81531783,Manhattan,Chelsea,Entire home/apt,130,28/06/2019
19653554,1394711,Brooklyn,Sunset Park,Entire home/apt,350,21/06/2019
19653866,17555570,Brooklyn,Crown Heights,Private room,53,20/06/2019
19654252,7449972,Manhattan,Harlem,Private room,69,09/09/2017
19654970,138359867,Manhattan,Upper East Side,Entire home/apt,130,18/06/2019
19655186,138359603,Bronx,Concourse,Entire home/apt,140,09/08/2017
19655651,16872537,Brooklyn,Crown Heights,Entire home/apt,84,
19659617,125090618,Brooklyn,Williamsburg,Entire home/apt,145,
19659874,41578662,Bronx,Mott Haven,Entire home/apt,100,06/04/2019
19660325,1609077,Queens,Forest Hills,Private room,125,10/10/2018
19660327,68762417,Manhattan,East Harlem,Private room,125,21/06/2019
19660760,30884023,Queens,Arverne,Entire home/apt,60,30/06/2019
19661183,6484652,Brooklyn,South Slope,Private room,88,14/10/2018
19661733,15617507,Bronx,Morris Park,Private room,39,07/05/2019
19662367,3168812,Brooklyn,Crown Heights,Entire home/apt,48,30/06/2019
19662812,76359133,Queens,Fresh Meadows,Private room,60,03/07/2019
19663834,134105301,Manhattan,East Harlem,Entire home/apt,75,06/07/2017
19670093,136049464,Brooklyn,Bedford-Stuyvesant,Private room,55,29/09/2018
19670458,17555570,Brooklyn,Crown Heights,Private room,51,02/07/2019
19670481,17555570,Brooklyn,Crown Heights,Private room,54,16/06/2019
19670499,17555570,Brooklyn,Crown Heights,Private room,52,11/06/2019
19670506,134107066,Manhattan,Upper East Side,Entire home/apt,117,10/04/2018
19670522,17555570,Brooklyn,Crown Heights,Private room,62,02/07/2019
19670534,17555570,Brooklyn,Crown Heights,Private room,63,03/06/2019
19671061,45673606,Brooklyn,Williamsburg,Private room,120,07/10/2017
19671104,101657794,Queens,Briarwood,Private room,45,19/10/2017
19672894,70506872,Brooklyn,Bushwick,Private room,52,27/07/2017
19672975,59111337,Manhattan,Washington Heights,Private room,42,22/08/2018
19673076,2983089,Brooklyn,Carroll Gardens,Entire home/apt,175,06/07/2019
19673318,138526119,Queens,Rockaway Beach,Entire home/apt,142,20/05/2019
19673610,15721549,Manhattan,Upper East Side,Private room,80,06/11/2018
19673728,130343656,Brooklyn,Williamsburg,Private room,42,28/08/2018
19674485,105828086,Brooklyn,Flatbush,Private room,90,23/04/2019
19674542,138546022,Brooklyn,Crown Heights,Private room,50,08/07/2017
19675121,70506872,Brooklyn,Bushwick,Private room,52,30/09/2017
19675166,4252459,Manhattan,Flatiron District,Entire home/apt,350,
19675738,96856335,Queens,Queens Village,Entire home/apt,125,10/06/2019
19675743,116482644,Manhattan,Hell's Kitchen,Private room,105,01/05/2019
19676100,137666089,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,20/06/2019
19676301,20759527,Brooklyn,Bedford-Stuyvesant,Private room,31,22/08/2017
19677221,88351271,Brooklyn,Bushwick,Private room,45,02/08/2018
19677284,63336737,Brooklyn,Williamsburg,Private room,50,13/08/2018
19677579,124171,Brooklyn,Bedford-Stuyvesant,Private room,60,08/07/2018
19677749,117295184,Manhattan,Midtown,Private room,80,25/06/2019
19678436,1999224,Manhattan,Chinatown,Entire home/apt,180,03/09/2017
19680275,122498535,Brooklyn,East Flatbush,Private room,40,
19681256,25064843,Manhattan,SoHo,Entire home/apt,550,
19682018,105375380,Bronx,Woodlawn,Shared room,70,02/12/2018
19686426,15820210,Brooklyn,Williamsburg,Private room,60,06/07/2019
19689686,3148366,Brooklyn,Bedford-Stuyvesant,Private room,55,
19690331,55209173,Brooklyn,Bedford-Stuyvesant,Private room,40,08/08/2017
19691108,31582668,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,02/06/2019
19691179,138708257,Manhattan,Lower East Side,Private room,125,30/06/2019
19691525,128338539,Staten Island,Stapleton,Private room,34,19/04/2019
19691853,106955062,Manhattan,Harlem,Entire home/apt,100,13/05/2019
19691986,138713312,Manhattan,Harlem,Private room,115,23/06/2019
19692421,120762452,Manhattan,Murray Hill,Entire home/apt,170,30/03/2019
19692746,138721769,Manhattan,East Village,Entire home/apt,200,12/06/2019
19693245,120762452,Manhattan,Murray Hill,Entire home/apt,175,05/08/2018
19693849,21408874,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,18/08/2018
19694308,12662045,Brooklyn,Bedford-Stuyvesant,Private room,50,31/08/2017
19694938,138741275,Manhattan,East Village,Entire home/apt,220,17/06/2019
19694951,138741690,Brooklyn,Bedford-Stuyvesant,Private room,50,27/06/2019
19695276,373060,Brooklyn,Boerum Hill,Entire home/apt,275,12/11/2017
19695709,2224802,Brooklyn,Williamsburg,Entire home/apt,200,01/07/2019
19696119,4334590,Brooklyn,Bushwick,Private room,115,25/09/2018
19696674,10402380,Brooklyn,Prospect Heights,Private room,60,30/06/2019
19696746,5107938,Brooklyn,Greenpoint,Private room,54,31/08/2017
19696952,70822653,Brooklyn,Bushwick,Private room,55,29/11/2017
19696972,98093770,Brooklyn,Bedford-Stuyvesant,Private room,44,27/03/2018
19697371,12058024,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,17/12/2018
19698169,131826530,Bronx,Riverdale,Private room,2500,
19698772,48970186,Brooklyn,Carroll Gardens,Entire home/apt,135,09/05/2019
19699039,24835386,Manhattan,Lower East Side,Entire home/apt,138,27/08/2018
19699218,138784297,Manhattan,Chinatown,Private room,115,08/10/2018
19699241,138782186,Queens,Rosedale,Private room,70,
19699596,138785704,Manhattan,East Harlem,Entire home/apt,150,16/06/2019
19700585,1384111,Queens,Sunnyside,Entire home/apt,150,01/01/2018
19700871,41963149,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,16/07/2017
19701037,4422523,Manhattan,West Village,Entire home/apt,140,03/03/2019
19701427,16685637,Manhattan,Upper East Side,Entire home/apt,400,
19701453,5413500,Queens,Ridgewood,Entire home/apt,95,
19701644,3309159,Brooklyn,Bedford-Stuyvesant,Private room,50,
19701809,52173396,Brooklyn,Williamsburg,Private room,65,07/08/2018
19701913,6933440,Manhattan,Harlem,Entire home/apt,102,01/01/2019
19702498,5421054,Brooklyn,Bushwick,Entire home/apt,175,09/09/2018
19702506,138823659,Manhattan,Hell's Kitchen,Entire home/apt,275,21/04/2019
19703922,2262180,Manhattan,Upper East Side,Entire home/apt,145,29/06/2019
19708955,136729912,Manhattan,Tribeca,Entire home/apt,700,01/01/2019
19709550,38204730,Manhattan,Gramercy,Entire home/apt,239,02/01/2018
19709666,21056771,Manhattan,Inwood,Entire home/apt,65,27/06/2019
19710391,28680760,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,17/09/2017
19710742,2361069,Brooklyn,Williamsburg,Private room,90,23/06/2019
19710855,49764808,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,23/06/2019
19711512,1024251,Brooklyn,Boerum Hill,Entire home/apt,170,21/08/2018
19712270,138914016,Manhattan,East Harlem,Private room,60,01/07/2018
19712405,109908957,Brooklyn,East Flatbush,Private room,50,02/06/2018
19712687,11989253,Brooklyn,Bushwick,Private room,60,
19713074,9669516,Brooklyn,Cobble Hill,Entire home/apt,152,31/07/2017
19713885,137575707,Queens,Jackson Heights,Private room,62,11/06/2019
19714056,3013202,Brooklyn,Bushwick,Private room,70,21/08/2017
19714504,21418070,Brooklyn,Crown Heights,Entire home/apt,99,
19714903,8706651,Manhattan,Chelsea,Entire home/apt,150,27/04/2019
19715121,34899836,Brooklyn,East Flatbush,Entire home/apt,100,16/06/2019
19716375,137305439,Queens,Rockaway Beach,Private room,110,01/07/2019
19716501,3889739,Brooklyn,Williamsburg,Private room,60,29/10/2017
19717109,8586684,Manhattan,SoHo,Entire home/apt,700,08/07/2017
19717572,45726938,Manhattan,East Harlem,Private room,100,
19717632,6965700,Manhattan,East Village,Private room,73,08/07/2018
19717723,49656804,Manhattan,East Village,Entire home/apt,100,01/07/2019
19718634,3495471,Bronx,Claremont Village,Entire home/apt,58,03/06/2019
19718993,26017313,Brooklyn,Crown Heights,Entire home/apt,200,26/09/2017
19719080,58753715,Brooklyn,Crown Heights,Private room,70,23/10/2017
19719874,4422523,Manhattan,West Village,Entire home/apt,140,06/08/2018
19720055,138983570,Queens,Sunnyside,Private room,45,10/05/2019
19720126,96742320,Manhattan,Harlem,Entire home/apt,98,22/08/2017
19720270,12293403,Manhattan,Harlem,Entire home/apt,150,24/02/2019
19720565,138996674,Manhattan,Murray Hill,Entire home/apt,80,
19720877,7627586,Brooklyn,Brooklyn Heights,Entire home/apt,299,31/12/2018
19720907,54283436,Manhattan,East Harlem,Private room,60,26/07/2018
19721338,133274871,Manhattan,Harlem,Private room,51,
19721535,12162815,Queens,Rockaway Beach,Entire home/apt,140,14/06/2019
19721906,10440694,Manhattan,Upper East Side,Entire home/apt,150,22/06/2019
19728214,139076348,Queens,Long Island City,Private room,150,
19729892,4452444,Brooklyn,Williamsburg,Private room,70,30/06/2019
19730080,139093829,Brooklyn,Bushwick,Private room,40,27/08/2018
19730428,139096564,Brooklyn,Bushwick,Private room,45,17/07/2017
19730968,138717905,Manhattan,East Harlem,Private room,67,03/07/2019
19731225,71097702,Brooklyn,Park Slope,Entire home/apt,290,09/04/2019
19731249,138938451,Brooklyn,Williamsburg,Entire home/apt,150,23/09/2017
19731551,9293730,Manhattan,Upper West Side,Entire home/apt,159,29/01/2019
19732045,21772781,Brooklyn,Bushwick,Entire home/apt,77,24/04/2019
19734117,139135366,Manhattan,Upper East Side,Entire home/apt,175,15/06/2019
19734492,137184002,Brooklyn,East Flatbush,Entire home/apt,85,08/07/2019
19735722,31515758,Manhattan,Washington Heights,Entire home/apt,1000,18/03/2018
19736798,139165159,Manhattan,Inwood,Private room,60,05/07/2019
19737173,139170973,Manhattan,Harlem,Private room,45,
19737908,67271745,Brooklyn,Bushwick,Private room,55,30/07/2017
19737981,120767920,Queens,Flushing,Private room,48,01/07/2019
19738203,34039463,Brooklyn,Crown Heights,Private room,100,
19738695,24559181,Manhattan,Upper East Side,Entire home/apt,200,21/06/2019
19743260,44220091,Manhattan,Harlem,Private room,56,23/08/2017
19743272,138628430,Bronx,Morris Heights,Private room,50,
19743334,3363377,Brooklyn,Williamsburg,Private room,114,11/06/2019
19743941,6042053,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,28/06/2019
19744093,2239235,Brooklyn,Crown Heights,Entire home/apt,125,16/07/2017
19744503,138003310,Queens,Richmond Hill,Private room,60,28/06/2019
19744691,8162588,Brooklyn,Crown Heights,Private room,40,19/10/2018
19745541,15476792,Brooklyn,Williamsburg,Entire home/apt,105,31/12/2017
19745952,31727657,Manhattan,Washington Heights,Private room,70,31/07/2017
19747278,106125,Queens,Rockaway Beach,Entire home/apt,108,01/07/2019
19747940,5018185,Brooklyn,Prospect Heights,Private room,60,30/07/2017
19748676,138579344,Brooklyn,Clinton Hill,Entire home/apt,130,21/06/2019
19749132,68321431,Queens,Sunnyside,Private room,30,23/06/2018
19749379,39469408,Queens,Rego Park,Entire home/apt,135,04/09/2017
19749398,95570854,Manhattan,Civic Center,Private room,300,
19750905,37688229,Manhattan,Midtown,Entire home/apt,79,21/06/2019
19751205,55148803,Brooklyn,Williamsburg,Entire home/apt,146,23/06/2019
19751573,33243428,Brooklyn,Williamsburg,Private room,57,01/08/2017
19757502,97682736,Manhattan,Harlem,Entire home/apt,250,28/12/2018
19757672,120762452,Manhattan,Murray Hill,Entire home/apt,150,10/04/2018
19758402,139415761,Bronx,City Island,Entire home/apt,85,06/07/2019
19759718,7338347,Manhattan,Greenwich Village,Private room,70,
19760008,44358777,Manhattan,Upper West Side,Private room,67,07/09/2017
19760163,6843497,Bronx,Morris Park,Private room,35,06/04/2019
19760412,12326863,Brooklyn,Brooklyn Heights,Entire home/apt,160,
19762625,2269285,Manhattan,Nolita,Private room,100,30/10/2017
19763012,139467641,Brooklyn,Bedford-Stuyvesant,Private room,47,30/12/2017
19763298,12825778,Manhattan,Upper East Side,Private room,46,06/07/2019
19763459,81160897,Brooklyn,Bushwick,Private room,50,21/04/2019
19763657,19612095,Brooklyn,Williamsburg,Private room,65,07/05/2019
19764243,56728868,Manhattan,Upper East Side,Entire home/apt,115,
19764868,106837455,Manhattan,Upper West Side,Entire home/apt,135,
19765340,139490165,Brooklyn,Bushwick,Private room,110,03/06/2018
19766312,3118776,Queens,Long Island City,Private room,48,24/06/2019
19766387,139503928,Brooklyn,Clinton Hill,Private room,45,15/08/2017
19766555,20163996,Brooklyn,Williamsburg,Entire home/apt,140,09/10/2018
19766791,38815234,Manhattan,Harlem,Private room,45,03/06/2019
19767346,37092956,Manhattan,Midtown,Private room,72,
19767372,139511753,Queens,Astoria,Entire home/apt,137,27/10/2017
19767452,28307663,Brooklyn,Greenpoint,Entire home/apt,170,24/06/2019
19767688,3900279,Brooklyn,Williamsburg,Private room,100,
19767924,139127299,Manhattan,Chinatown,Entire home/apt,198,05/11/2018
19768107,16414560,Manhattan,East Village,Private room,100,21/05/2019
19768219,9039995,Queens,Long Island City,Shared room,33,22/10/2017
19768417,40139382,Manhattan,Upper East Side,Private room,70,20/01/2018
19768754,619942,Brooklyn,Cypress Hills,Private room,42,01/07/2019
19768762,115355054,Queens,Flushing,Entire home/apt,139,24/06/2019
19768829,3792860,Manhattan,Upper East Side,Entire home/apt,150,
19769057,3019399,Brooklyn,Fort Greene,Entire home/apt,180,01/07/2019
19769328,35751147,Queens,Richmond Hill,Private room,60,05/05/2019
19769403,10307134,Manhattan,Chelsea,Entire home/apt,275,01/07/2019
19769680,15468652,Manhattan,Washington Heights,Private room,59,04/08/2017
19769912,54508926,Brooklyn,Canarsie,Entire home/apt,167,08/07/2019
19779217,27895393,Manhattan,East Village,Private room,95,27/05/2019
19779749,1877402,Manhattan,Harlem,Private room,50,07/06/2018
19780093,6376364,Manhattan,East Village,Entire home/apt,200,10/10/2017
19780958,3757515,Brooklyn,Cobble Hill,Entire home/apt,125,
19784119,9427915,Manhattan,Harlem,Entire home/apt,100,09/06/2019
19785259,53821069,Manhattan,Lower East Side,Entire home/apt,94,28/07/2017
19785676,23055253,Brooklyn,Bushwick,Private room,70,
19785737,134184451,Queens,Jamaica,Private room,135,08/10/2017
19786240,20063690,Brooklyn,Bedford-Stuyvesant,Entire home/apt,550,03/09/2018
19786465,84941679,Bronx,Clason Point,Private room,80,02/10/2018
19786549,16534981,Brooklyn,Bedford-Stuyvesant,Entire home/apt,68,30/04/2019
19786572,20459165,Queens,Ridgewood,Private room,63,20/09/2017
19786757,131684478,Staten Island,West Brighton,Private room,83,29/08/2018
19786915,86892032,Queens,Rosedale,Entire home/apt,60,08/07/2019
19787245,9293730,Manhattan,Upper East Side,Entire home/apt,155,24/04/2019
19787716,1804766,Brooklyn,Williamsburg,Entire home/apt,108,
19787770,63913582,Brooklyn,Sunset Park,Private room,75,20/04/2018
19788051,34296062,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,250,
19788577,36952002,Brooklyn,Bushwick,Private room,35,27/06/2019
19788957,104892816,Brooklyn,Williamsburg,Private room,70,07/08/2017
19789302,12518089,Brooklyn,DUMBO,Entire home/apt,195,29/12/2017
19789620,139013186,Bronx,Kingsbridge,Private room,75,19/05/2019
19789878,97856969,Brooklyn,Boerum Hill,Entire home/apt,98,29/08/2017
19790011,57571805,Manhattan,Midtown,Entire home/apt,100,25/11/2017
19790151,106430338,Brooklyn,Bensonhurst,Private room,57,30/10/2018
19790344,24861274,Manhattan,Chelsea,Entire home/apt,200,01/07/2019
19791460,21016975,Manhattan,East Village,Shared room,350,11/01/2019
19791924,112954746,Manhattan,Upper East Side,Entire home/apt,145,30/07/2017
19798405,446095,Queens,Ditmars Steinway,Entire home/apt,170,30/06/2019
19799021,5962328,Queens,Flushing,Entire home/apt,180,09/06/2019
19799489,139838320,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,27/05/2019
19800250,2141311,Brooklyn,Williamsburg,Entire home/apt,400,
19801076,5483699,Brooklyn,Bedford-Stuyvesant,Entire home/apt,789,24/06/2019
19801154,83671631,Brooklyn,Williamsburg,Private room,60,27/05/2019
19801310,139638096,Manhattan,Roosevelt Island,Private room,60,
19801466,87612379,Queens,Middle Village,Entire home/apt,140,29/06/2019
19802994,28270349,Queens,Flushing,Entire home/apt,89,07/07/2019
19803017,28881583,Manhattan,East Village,Entire home/apt,150,30/05/2019
19803042,23212298,Brooklyn,Crown Heights,Entire home/apt,127,22/06/2019
19803208,9020323,Brooklyn,Bedford-Stuyvesant,Private room,110,05/07/2019
19803462,139871790,Manhattan,Upper East Side,Entire home/apt,123,29/05/2019
19803515,139871943,Manhattan,Nolita,Private room,81,15/06/2019
19805513,15615036,Brooklyn,Bushwick,Private room,44,25/07/2017
19805716,3900279,Brooklyn,Williamsburg,Private room,105,
19806088,35741929,Brooklyn,Crown Heights,Entire home/apt,100,20/08/2018
19806105,69891628,Manhattan,East Village,Entire home/apt,305,01/07/2019
19806972,114523254,Manhattan,East Harlem,Private room,85,16/10/2017
19808259,117530860,Brooklyn,Williamsburg,Private room,65,14/08/2017
19808493,105139019,Brooklyn,Williamsburg,Private room,90,17/08/2017
19808508,103217662,Queens,Ridgewood,Private room,50,19/11/2017
19808524,781674,Brooklyn,Fort Greene,Entire home/apt,100,09/07/2018
19809175,134185971,Manhattan,East Village,Entire home/apt,176,01/01/2018
19809264,18197578,Brooklyn,Crown Heights,Entire home/apt,100,25/11/2018
19811020,30245313,Manhattan,Upper East Side,Private room,187,12/12/2017
19811114,16705993,Queens,Woodhaven,Private room,70,16/10/2017
19811196,122038325,Manhattan,East Harlem,Private room,76,08/05/2019
19811442,877697,Manhattan,Gramercy,Entire home/apt,175,
19811581,7831209,Manhattan,East Harlem,Private room,43,11/05/2019
19811816,28363708,Brooklyn,Fort Greene,Entire home/apt,350,
19812026,38098992,Manhattan,Inwood,Private room,65,01/07/2018
19812097,139957134,Queens,Arverne,Private room,50,22/06/2019
19814107,32446721,Queens,Corona,Shared room,37,03/07/2019
19814560,139985282,Queens,Astoria,Private room,48,13/08/2017
19815527,11654079,Manhattan,Nolita,Entire home/apt,300,19/04/2019
19818393,90315649,Manhattan,East Harlem,Entire home/apt,135,19/06/2018
19818960,1693845,Manhattan,Harlem,Private room,135,02/06/2019
19819750,5353151,Manhattan,Upper East Side,Private room,72,04/07/2019
19820146,3171141,Brooklyn,Sunset Park,Entire home/apt,90,
19820148,31284229,Manhattan,East Harlem,Private room,120,19/07/2017
19821160,36043601,Manhattan,Chelsea,Entire home/apt,200,
19821206,139949166,Manhattan,Chelsea,Entire home/apt,128,20/03/2018
19821768,5869629,Manhattan,Upper West Side,Entire home/apt,300,
19822902,1451743,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,24/08/2017
19822964,131647128,Manhattan,Upper West Side,Entire home/apt,190,03/06/2019
19823445,20063690,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30/06/2019
19823771,55608979,Manhattan,Washington Heights,Private room,50,23/08/2017
19823964,26800649,Bronx,Belmont,Shared room,110,
19824236,8154922,Brooklyn,Bay Ridge,Entire home/apt,60,
19825152,140083988,Brooklyn,Williamsburg,Entire home/apt,175,21/06/2019
19825552,2761278,Manhattan,Kips Bay,Entire home/apt,229,03/01/2018
19825578,21938310,Manhattan,East Village,Private room,95,24/07/2017
19827594,55389878,Brooklyn,Williamsburg,Private room,84,31/07/2017
19827778,71749435,Manhattan,Washington Heights,Entire home/apt,80,30/06/2019
19828183,8266069,Queens,Elmhurst,Private room,120,30/06/2019
19828845,48881330,Brooklyn,Crown Heights,Entire home/apt,100,20/01/2019
19829390,140128474,Manhattan,Theater District,Entire home/apt,210,01/07/2019
19829879,2887664,Brooklyn,Williamsburg,Entire home/apt,260,23/05/2019
19829900,123634626,Brooklyn,Bensonhurst,Entire home/apt,99,04/07/2019
19830008,139942077,Manhattan,East Village,Private room,125,28/06/2019
19830169,922462,Brooklyn,Crown Heights,Private room,65,
19830557,28819052,Brooklyn,Williamsburg,Private room,80,22/06/2019
19830726,140146581,Manhattan,Harlem,Private room,69,13/09/2018
19830759,2891898,Brooklyn,Borough Park,Private room,48,03/05/2019
19831736,23027289,Brooklyn,Clinton Hill,Private room,40,29/08/2017
19836734,4380358,Manhattan,Upper East Side,Private room,135,31/05/2019
19837851,140220933,Brooklyn,East Flatbush,Entire home/apt,103,21/04/2019
19838917,135337934,Queens,Queens Village,Entire home/apt,110,19/06/2019
19840329,2351055,Manhattan,Harlem,Private room,50,20/10/2018
19841463,19612095,Brooklyn,Williamsburg,Private room,45,
19841625,30868859,Manhattan,Upper East Side,Entire home/apt,125,02/05/2019
19841837,105049617,Manhattan,Hell's Kitchen,Private room,129,29/06/2019
19842557,105049617,Manhattan,Hell's Kitchen,Private room,129,07/07/2019
19843040,105049617,Manhattan,Hell's Kitchen,Private room,129,22/06/2019
19843398,131647128,Manhattan,Upper West Side,Entire home/apt,190,19/02/2019
19843731,137832487,Bronx,Longwood,Private room,65,28/02/2018
19844263,94206273,Manhattan,Midtown,Private room,99,24/06/2018
19845074,2409072,Manhattan,Harlem,Private room,60,31/05/2019
19845373,140293912,Brooklyn,Kensington,Entire home/apt,89,14/01/2019
19845637,10966079,Brooklyn,Williamsburg,Private room,75,30/06/2019
19847065,3263559,Manhattan,Upper West Side,Entire home/apt,187,08/02/2019
19847087,114596544,Queens,Astoria,Entire home/apt,95,08/01/2018
19847655,140323391,Brooklyn,Bushwick,Private room,45,
19847790,129646758,Brooklyn,East Flatbush,Entire home/apt,160,01/07/2019
19847831,140323631,Manhattan,Upper East Side,Entire home/apt,140,07/07/2018
19848191,88001494,Brooklyn,Crown Heights,Private room,90,27/06/2019
19848373,119441,Queens,Astoria,Entire home/apt,200,17/12/2017
19848536,71540842,Queens,Ridgewood,Private room,48,23/06/2019
19848951,25072764,Manhattan,Lower East Side,Private room,69,15/08/2017
19850113,14898658,Brooklyn,Kensington,Private room,45,21/05/2019
19853102,131777975,Brooklyn,Brownsville,Private room,90,01/01/2019
19853343,18990231,Queens,Ridgewood,Private room,45,04/10/2017
19855804,79527116,Manhattan,East Village,Entire home/apt,110,26/12/2018
19856802,25789741,Brooklyn,Bedford-Stuyvesant,Private room,40,
19856899,67739226,Manhattan,Upper West Side,Shared room,50,
19857263,26178020,Queens,Long Island City,Entire home/apt,180,
19857281,2781214,Brooklyn,Bedford-Stuyvesant,Private room,45,31/10/2018
19857613,1132004,Manhattan,East Village,Entire home/apt,125,27/08/2017
19858046,140433041,Manhattan,Midtown,Entire home/apt,325,29/12/2018
19859156,48100358,Brooklyn,Williamsburg,Private room,55,23/06/2019
19859179,39134890,Queens,Elmhurst,Private room,39,17/07/2018
19859697,9121644,Queens,Ridgewood,Private room,85,02/09/2017
19860469,80701659,Brooklyn,Williamsburg,Private room,80,29/08/2017
19860903,12577986,Brooklyn,Bedford-Stuyvesant,Entire home/apt,124,23/06/2019
19861088,2462300,Manhattan,Harlem,Entire home/apt,120,01/01/2019
19861483,137751858,Manhattan,Upper East Side,Entire home/apt,120,21/09/2017
19861834,17820666,Brooklyn,Williamsburg,Entire home/apt,198,31/03/2018
19862719,61689461,Manhattan,Financial District,Private room,55,27/07/2017
19862892,140476993,Manhattan,Washington Heights,Entire home/apt,100,26/12/2018
19862980,16752839,Brooklyn,Carroll Gardens,Entire home/apt,225,24/11/2018
19863170,140488110,Brooklyn,Williamsburg,Private room,60,
19863486,140492812,Brooklyn,Bushwick,Private room,57,18/10/2017
19864245,140503168,Brooklyn,Williamsburg,Private room,95,27/07/2017
19866106,91358346,Brooklyn,Williamsburg,Private room,600,
19867655,5244814,Brooklyn,Williamsburg,Entire home/apt,200,02/01/2019
19867930,20433973,Bronx,City Island,Private room,80,30/06/2019
19871726,22549130,Brooklyn,Williamsburg,Entire home/apt,116,26/08/2018
19872361,13349759,Manhattan,East Village,Private room,75,
19872862,140599227,Queens,Forest Hills,Private room,45,11/11/2018
19873185,24383253,Brooklyn,Crown Heights,Private room,50,
19874046,55952349,Queens,Kew Gardens,Entire home/apt,150,15/06/2019
19874726,34359486,Manhattan,Harlem,Entire home/apt,120,09/09/2018
19875496,20608771,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,03/01/2018
19875728,4328217,Manhattan,Upper West Side,Entire home/apt,325,
19876292,24607072,Manhattan,West Village,Entire home/apt,150,04/09/2017
19876515,139259102,Manhattan,Midtown,Private room,500,
19876641,93859477,Brooklyn,Williamsburg,Entire home/apt,210,26/03/2019
19876727,59045042,Brooklyn,Bushwick,Private room,55,04/10/2017
19877223,47198967,Brooklyn,Fort Greene,Entire home/apt,108,19/10/2017
19877695,25653961,Manhattan,Harlem,Private room,50,30/12/2018
19877706,2988712,Bronx,Claremont Village,Entire home/apt,72,23/04/2018
19878366,117492425,Staten Island,St. George,Private room,33,03/07/2019
19880329,6861839,Manhattan,Chelsea,Entire home/apt,500,29/12/2017
19884639,619942,Brooklyn,Cypress Hills,Private room,42,29/06/2019
19885344,19608476,Manhattan,Washington Heights,Private room,87,28/06/2019
19886609,137411167,Bronx,Parkchester,Private room,45,01/06/2019
19887405,83061189,Brooklyn,Boerum Hill,Entire home/apt,150,04/07/2019
